client_id,outflow_intensity,competitor_share,competitor_intensity,net_flow_ratio,recent_outflow_share,contributions_stopped,perf_spread_excess,fee_rate,fee_excess,tenure_years,sold_heavily,portfolio_value,age,churned,severity
C-04204,0.1344,0.5,0.0672,-0.0775,0.2794,0,-0.0196,0.01097,0.00177,4.5,1,253000,46,1,0.495
C-04205,0.1239,0.0,0.0,-0.1239,0.6,1,-0.0099,0.01032,0.00112,2.2,1,343000,63,0,0.075
C-04206,0.0321,0.0,0.0,0.045,0.1429,0,-0.0018,0.011,0.0018,11,0,109000,33,0,0.046
C-04207,0.0733,0.0,0.0,-0.0429,0.0,0,0.0428,0.00963,0.00043,0.8,0,552500,37,0,0.019
C-04208,0.076,0.0,0.0,-0.076,0.3333,1,-0.0127,0.00872,-0.00048,3.0,0,1184500,47,0,0.009
C-04209,0.0917,0.0,0.0,-0.0866,0.2146,0,0.0305,0.00632,-0.00288,29.1,0,5388500,74,0,0.044
C-04210,0.1004,0.0,0.0,-0.0609,0.0,0,-0.0013,0.01037,0.00117,2.5,0,333500,59,0,0.041
C-04211,0.1458,0.0,0.0,-0.0916,0.2535,0,0.0065,0.011,0.0018,7.6,1,243500,68,0,0.038
C-04212,0.2,0.5,0.1,-0.2,0.625,1,0.0209,0.011,0.0018,7.6,1,80000,64,0,0.004
C-04213,0.1429,0.0,0.0,-0.1098,0.6386,0,0.0057,0.01065,0.00145,3.7,0,290500,51,0,0.023
C-04214,0.1598,0.0,0.0,-0.0425,0.1647,0,0.002,0.01085,0.00165,2.1,1,266000,71,0,0.1
C-04215,0.0741,0.0,0.0,-0.0741,0.9083,1,-0.0145,0.0082,-0.001,3.7,0,1546000,49,1,0.388
C-04216,0.119,0.0,0.0,-0.0333,0.65,0,-0.0083,0.011,0.0018,5.7,1,84000,69,1,0.305
C-04217,0.1504,0.0,0.0,-0.1187,0.2456,0,0.0024,0.011,0.0018,12.1,1,189500,68,0,0.079
C-04218,0.0942,0.0,0.0,-0.0942,0.3065,1,-0.0029,0.0104,0.0012,2.1,0,329000,71,0,0.017
C-04219,0.19,0.4839,0.0919,-0.1802,0.6398,0,0.0088,0.00978,0.00058,1.8,0,489500,41,0,0.025
C-04220,0.0202,0.0,0.0,0.0489,0.0,0,0.0142,0.0097,0.0005,2.6,0,521000,52,0,0.032
C-04221,0.248,0.383,0.095,-0.248,0.5532,1,0.0175,0.011,0.0018,8.4,0,189500,73,1,0.396
C-04222,0.0839,0.0,0.0,-0.0414,0.7042,0,-0.0095,0.00998,0.00078,2.5,0,423000,40,0,0.026
C-04223,0.1171,0.0,0.0,-0.0943,0.1622,0,0.0061,0.011,0.0018,1.0,0,158000,68,0,0.024
C-04224,0.1144,0.0,0.0,-0.0505,0.6279,0,0.0203,0.011,0.0018,3.8,0,188000,64,0,0.0
C-04225,0.1165,0.0,0.0,-0.1059,0.0,0,0.0375,0.00987,0.00067,4.5,0,455000,33,0,0.021
C-04226,0.1652,0.3155,0.0521,-0.0677,0.123,0,-0.0065,0.0096,0.0004,18.1,0,566000,57,0,0.052
C-04227,0.1201,0.0,0.0,-0.0701,0.5954,0,0.0306,0.00937,0.00017,18.6,0,720000,62,0,0.009
C-04228,0.1965,0.0,0.0,-0.0937,0.4872,0,0.009,0.011,0.0018,8.9,0,198500,34,0,0.038
C-04229,0.1126,0.0,0.0,-0.1126,0.2732,1,-0.0224,0.00919,-1e-05,4.0,0,910000,74,0,0.081
C-04230,0.2128,0.5124,0.1091,-0.2128,0.6446,1,0.0283,0.0096,0.0004,3.5,0,568500,53,1,1.0
C-04231,0.2315,0.0,0.0,-0.1204,0.32,0,-0.0162,0.011,0.0018,12.5,0,108000,65,1,0.26
C-04232,0.1345,0.0,0.0,-0.1025,0.2793,0,0.0378,0.01002,0.00082,4.5,1,412500,45,0,0.069
C-04233,0.0831,0.4314,0.0358,-0.0831,0.5686,1,0.0061,0.01054,0.00134,12.6,0,307000,57,0,0.056
C-04234,0.037,0.0,0.0,0.0963,0.0,0,0.0125,0.011,0.0018,7.7,0,54000,37,0,0.035
C-04235,0.1333,0.0,0.0,-0.1333,0.8113,1,0.0072,0.00757,-0.00163,14.3,0,2463500,55,0,0.055
C-04236,0.1672,0.3928,0.0657,-0.1651,0.5065,0,0.037,0.00877,-0.00043,2.9,1,1157500,67,1,0.611
C-04237,0.1676,0.6414,0.1075,-0.1482,1.0,0,0.0003,0.00995,0.00075,18.5,1,432500,67,0,0.0
C-04238,0.1499,0.0,0.0,-0.1232,1.0,0,-0.0068,0.0092,0.0,4.4,1,897000,73,0,0.007
C-04239,0.0788,0.0,0.0,-0.0788,0.186,1,0.0515,0.00965,0.00045,2.0,0,545500,47,0,0.09
C-04240,0.0644,0.0,0.0,-0.0276,1.0,0,-0.0128,0.01042,0.00122,4.0,0,326000,59,0,0.086
C-04241,0.4566,0.773,0.3529,-0.4566,0.5644,1,0.0534,0.011,0.0018,6.2,0,178500,35,1,0.657
C-04242,0.0779,0.0,0.0,-0.0779,0.5098,1,0.0396,0.01041,0.00121,1.3,1,327500,69,0,0.026
C-04243,0.1043,0.0,0.0,-0.1043,0.551,1,-0.0075,0.011,0.0018,2.8,1,235000,35,0,0.02
C-04244,0.0659,0.0,0.0,-0.0538,0.0,0,0.0463,0.00628,-0.00292,1.7,0,5563500,70,0,0.014
C-04245,0.0631,0.0,0.0,-0.0536,0.411,0,0.006,0.00725,-0.00195,0.9,0,3161500,63,0,0.041
C-04246,0.1328,0.0,0.0,-0.1328,0.4444,1,0.0307,0.011,0.0018,5,0,135500,27,1,0.067
C-04247,0.3727,0.8907,0.332,-0.3071,0.9399,0,0.0522,0.011,0.0018,2.4,1,245500,46,1,0.78
C-04248,0.2864,0.9123,0.2613,-0.1899,0.4737,0,0.0384,0.011,0.0018,10,1,99500,32,0,0.033
C-04249,0.1299,0.0,0.0,-0.0869,0.5862,0,0.0071,0.0093,0.0001,2.0,1,781500,42,0,0.03
C-04250,0.2159,0.1333,0.0288,-0.2027,0.3026,0,-0.0095,0.00988,0.00068,6.7,0,451500,65,0,0.075
C-04251,0.1531,0.0,0.0,-0.1236,0.8204,0,0.0062,0.00866,-0.00054,0.6,0,1218000,74,0,0.081
C-04252,0.078,0.0,0.0,-0.0312,0.0,0,-0.004,0.00985,0.00065,4.3,0,461500,44,0,0.05
C-04253,0.1301,0.0,0.0,-0.0894,0.3391,0,0.0254,0.00991,0.00071,1.4,1,442000,40,0,0.063
C-04254,0.0871,0.0,0.0,-0.0818,0.0,0,0.0105,0.00696,-0.00224,4.3,0,3635500,61,0,0.045
C-04255,0.1756,0.0,0.0,0.1725,0.1739,0,-0.0223,0.011,0.0018,0.7,0,65500,66,0,0.0
C-04256,0.1028,0.0,0.0,-0.1028,0.9412,1,0.0014,0.011,0.0018,0.3,0,248000,32,1,0.423
C-04257,0.043,0.0,0.0,-0.043,0.2308,1,-0.0005,0.011,0.0018,9,0,151000,31,0,0.034
C-04258,0.2212,0.2921,0.0646,-0.2212,0.5149,1,-0.0009,0.00987,0.00067,2.6,0,456500,43,0,0.028
C-04259,0.2422,0.3889,0.0942,-0.2422,0.1111,1,0.0056,0.011,0.0018,9.8,1,111500,56,0,0.004
C-04260,0.0585,0.0,0.0,-0.0537,0.4666,0,0.0297,0.00573,-0.00347,2.3,0,9730500,64,0,0.084
C-04261,0.0993,0.0,0.0,-0.0993,0.3474,1,-0.0033,0.00981,0.00061,7.8,1,478500,39,0,0.042
C-04262,0.0962,0.0,0.0,0.0577,0.5333,0,0.0035,0.011,0.0018,4,1,78000,26,0,0.085
C-04263,0.0629,0.0,0.0,-0.0473,0.5172,0,-0.0139,0.011,0.0018,21.7,1,230500,75,0,0.069
C-04264,0.157,0.0,0.0,-0.157,0.3704,1,0.0024,0.011,0.0018,5,1,86000,27,1,0.286
C-04265,0.1551,0.0,0.0,-0.1164,0.2178,0,0.0003,0.00946,0.00026,4.0,0,651000,64,0,0.044
C-04266,0.0737,0.0,0.0,0.0274,0.0,0,0.0109,0.011,0.0018,6.3,1,95000,43,0,0.032
C-04267,0.0568,0.0,0.0,-0.0242,0.6068,0,-0.0179,0.00905,-0.00015,4.6,0,1029500,54,1,0.05
C-04268,0.1386,0.0,0.0,-0.0487,0.2973,0,0.0021,0.011,0.0018,10.1,0,133500,36,0,0.089
C-04269,0.2192,0.0,0.0,-0.2047,0.4545,0,-0.0143,0.00958,0.00038,6.0,1,577000,51,0,0.068
C-04270,0.1221,0.0,0.0,-0.1169,0.3913,0,-0.0048,0.00654,-0.00266,5.5,1,4616500,75,0,0.0
C-04271,0.105,0.4127,0.0433,-0.065,0.5556,0,-0.0092,0.01058,0.00138,0.7,1,300000,67,0,0.025
C-04272,0.1665,0.49,0.0816,-0.1665,0.6949,1,0.0148,0.00845,-0.00075,13.0,0,1348000,50,0,0.12
C-04273,0.1131,0.0,0.0,-0.0626,0.2819,0,0.0086,0.00925,5e-05,11.1,0,831000,38,0,0.025
C-04274,0.1377,0.0,0.0,-0.1329,0.6007,0,0.0025,0.0091,-0.0001,2.9,0,1009500,68,0,0.019
C-04275,0.0289,0.0,0.0,0.0682,0.0,0,-0.0006,0.011,0.0018,1.5,0,86500,26,0,0.02
C-04276,0.1474,0.0,0.0,-0.1474,0.5,1,0.048,0.011,0.0018,7.1,1,47500,34,1,0.476
C-04277,0.1934,0.5625,0.1088,-0.1426,0.625,0,0.04,0.011,0.0018,0.6,0,165500,70,0,0.022
C-04278,0.1545,0.0,0.0,-0.1545,0.5789,1,-0.0003,0.00995,0.00075,7,0,430500,29,0,0.099
C-04279,0.1,0.0,0.0,-0.1,0.5,1,-0.0063,0.011,0.0018,0.4,0,60000,46,0,0.08
C-04280,0.151,0.0,0.0,-0.1085,0.8414,0,-0.006,0.0098,0.0006,6.9,0,480000,44,0,0.0
C-04281,0.3085,0.6207,0.1915,0.1766,0.6897,0,0.0344,0.011,0.0018,4.8,1,47000,33,0,0.063
C-04282,0.0695,0.0,0.0,-0.0695,0.527,1,0.0023,0.00967,0.00047,0.3,0,532500,39,1,0.234
C-04283,0.0625,0.0,0.0,0.0625,0.1667,0,0.0105,0.011,0.0018,0.3,0,48000,33,0,0.072
C-04284,0.0551,0.0,0.0,0.0583,0.7143,0,-0.0012,0.01047,0.00127,3.1,0,317500,41,0,0.097
C-04285,0.0745,0.0,0.0,0.3085,0.5714,0,-0.0143,0.011,0.0018,9.4,0,47000,51,0,0.042
C-04286,0.0661,0.0,0.0,-0.0337,0.0,0,-0.0057,0.00934,0.00014,5.5,0,741500,53,0,0.048
C-04287,0.0491,0.0,0.0,0.0125,0.1343,0,-0.0051,0.00942,0.00022,7.0,1,682500,59,0,0.054
C-04288,0.0878,0.0,0.0,-0.0483,0.0,0,0.0367,0.01033,0.00113,12.3,1,341500,64,0,0.0
C-04289,0.1342,0.0,0.0,-0.1243,0.488,0,0.0481,0.00771,-0.00149,6.0,0,2175500,53,0,0.064
C-04290,0.0659,0.0,0.0,0.2637,0.75,0,-0.0151,0.011,0.0018,2.1,0,91000,59,0,0.053
C-04291,0.1338,0.0,0.0,-0.0194,0.45,0,0.0413,0.011,0.0018,11.7,0,149500,59,0,0.049
C-04292,0.207,0.4576,0.0947,-0.0218,0.2203,0,0.0021,0.011,0.0018,11.7,1,142500,63,0,0.044
C-04293,0.0995,0.0,0.0,-0.0782,0.3106,0,-0.0028,0.00872,-0.00048,2.9,0,1181000,39,0,0.111
C-04294,0.0627,0.0,0.0,-0.0627,0.64,1,0.0423,0.011,0.0018,12.0,0,199500,43,0,0.019
C-04295,0.1516,0.0,0.0,-0.1159,0.7843,0,0.0028,0.01036,0.00116,4.2,0,336500,34,0,0.027
C-04296,0.2043,0.0,0.0,-0.1977,0.3369,0,0.0196,0.00919,-1e-05,9.2,0,908000,36,0,0.071
C-04297,0.0878,0.0,0.0,-0.0176,0.0,0,0.0082,0.011,0.0018,0.6,0,102500,43,0,0.042
C-04298,0.1871,0.0,0.0,-0.1099,0.2422,0,-0.0224,0.01033,0.00113,2.9,1,342000,61,0,0.055
C-04299,0.2125,0.3824,0.0813,-0.0625,0.7647,0,0.0025,0.011,0.0018,3.5,0,80000,62,0,0.072
C-04300,0.0817,0.0,0.0,-0.0817,0.6897,1,-0.0133,0.011,0.0018,8.6,0,177500,57,0,0.058
C-04301,0.1043,0.0,0.0,0.5217,0.3333,0,0.0021,0.011,0.0018,2.6,0,57500,45,0,0.099
C-04302,0.297,0.6181,0.1836,-0.297,0.0201,1,0.0531,0.00943,0.00023,0.6,0,670000,50,1,0.412
C-04303,0.0846,0.0,0.0,-0.0586,0.0,0,0.0028,0.00973,0.00053,4.9,0,508500,36,0,0.084
C-04304,0.0672,0.0,0.0,-0.0672,0.7778,1,0.0276,0.011,0.0018,2.4,1,67000,41,0,0.051
C-04305,0.1548,0.0,0.0,-0.1452,0.6045,0,-0.0131,0.0069,-0.0023,8.4,1,3757000,63,0,0.123
C-04306,0.1656,0.0,0.0,-0.0968,0.4423,0,-0.0007,0.011,0.0018,0.8,0,157000,71,0,0.043
C-04307,0.0582,0.0,0.0,0.0116,0.625,0,-0.0104,0.011,0.0018,12.9,0,137500,70,0,0.043
C-04308,0.1381,0.2296,0.0317,-0.1381,0.5039,1,0.0061,0.00762,-0.00158,5.4,1,2349500,60,0,0.049
C-04309,0.1494,0.0,0.0,-0.0896,0.2083,0,-0.0117,0.011,0.0018,1.2,0,241000,25,0,0.0
C-04310,0.0792,0.0,0.0,-0.0137,0.7931,0,-0.0125,0.011,0.0018,3.2,0,183000,74,0,0.064
C-04311,0.1843,0.375,0.0691,-0.1512,0.9417,0,-0.0034,0.01042,0.00122,2.7,0,325500,69,0,0.063
C-04312,0.0667,0.0,0.0,-0.02,1.0,0,-0.005,0.011,0.0018,4.1,0,180000,33,0,0.0
C-04313,0.0664,0.0,0.0,-0.0664,0.45,1,0.0322,0.01058,0.00138,3.6,0,301000,42,0,0.083
C-04314,0.1701,0.6829,0.1162,-0.1639,0.6829,0,0.0368,0.00628,-0.00292,3.3,1,5551000,53,1,0.329
C-04315,0.1763,0.0,0.0,-0.1585,0.3315,0,-0.0021,0.0082,-0.001,4.5,1,1548500,51,0,0.081
C-04316,0.1004,0.0,0.0,-0.0961,0.5689,0,-0.0058,0.00735,-0.00185,10.2,1,3038000,62,0,0.039
C-04317,0.1385,0.0,0.0,-0.1284,0.4924,0,0.0119,0.00981,0.00061,0.5,0,476500,68,0,0.039
C-04318,0.1165,0.0,0.0,-0.0824,0.0732,0,0.0069,0.011,0.0018,6.9,1,176000,66,0,0.0
C-04319,0.1223,0.0,0.0,-0.0279,0.5,0,-0.0042,0.011,0.0018,2.0,0,229000,36,0,0.062
C-04320,0.2169,0.4416,0.0958,-0.2169,0.4416,1,0.0491,0.011,0.0018,1.3,0,177500,65,0,0.041
C-04321,0.1156,0.0,0.0,-0.0968,0.3412,0,0.0175,0.00828,-0.00092,1.6,0,1471000,58,0,0.06
C-04322,0.1307,0.0,0.0,-0.1196,0.2864,0,0.0032,0.00932,0.00012,6.0,0,761500,75,0,0.034
C-04323,0.1302,0.0,0.0,0.1698,0.32,0,0.0009,0.011,0.0018,4,0,96000,26,0,0.034
C-04324,0.1745,0.141,0.0246,-0.0671,0.859,0,0.0049,0.011,0.0018,2.9,0,223500,40,0,0.064
C-04325,0.0869,0.4054,0.0352,-0.0756,0.6486,0,-0.0051,0.011,0.0018,7.2,0,213000,34,0,0.0
C-04326,0.0347,0.0,0.0,-0.0181,0.0,0,-0.0075,0.01024,0.00104,9.2,0,360000,71,0,0.049
C-04327,0.1597,0.0,0.0,-0.0944,0.2727,0,0.0048,0.01077,0.00157,6.2,1,275500,48,0,0.064
C-04328,0.1489,0.0,0.0,-0.1489,0.2143,1,-0.0069,0.011,0.0018,7,0,47000,29,0,0.033
C-04329,0.1047,0.3944,0.0413,-0.0127,0.3944,0,-0.0132,0.01034,0.00114,10.7,0,339000,40,0,0.025
C-04330,0.1761,0.0,0.0,-0.128,0.3415,0,0.0115,0.00918,-2e-05,3.3,0,923000,53,0,0.059
C-04331,0.0654,0.0,0.0,-0.0556,0.0,0,-0.0058,0.00952,0.00032,9.8,0,612000,34,0,0.039
C-04332,0.1566,0.0,0.0,-0.1437,0.5371,0,0.0141,0.00767,-0.00153,5.4,0,2235000,49,0,0.051
C-04333,0.1978,0.2418,0.0478,-0.1978,0.1209,1,-0.0047,0.011,0.0018,2.4,1,230000,34,0,0.056
C-04334,0.1692,0.0,0.0,-0.1643,0.7653,0,-0.0054,0.00756,-0.00164,14.7,1,2468000,67,0,0.0
C-04335,0.181,0.2,0.0362,-0.1231,0.2727,0,0.0523,0.00932,0.00012,4.8,0,759500,63,0,0.057
C-04336,0.1226,0.0,0.0,0.0019,0.5385,0,-0.0055,0.011,0.0018,5.5,1,106000,49,0,0.05
C-04337,0.0756,0.0,0.0,-0.0084,1.0,0,0.03,0.011,0.0018,10,0,178500,32,0,0.035
C-04338,0.107,0.325,0.0348,-0.0043,0.225,0,0.0029,0.011,0.0018,5.4,0,187000,30,0,0.041
C-04339,0.12,0.0,0.0,-0.12,0.2667,1,-0.0083,0.011,0.0018,3.8,0,62500,74,0,0.068
C-04340,0.0542,0.0,0.0,-0.0542,0.875,1,0.0335,0.011,0.0018,1.9,0,221500,31,0,0.021
C-04341,0.1113,0.0,0.0,-0.0937,0.615,0,-0.0039,0.00915,-5e-05,10.9,1,957000,45,0,0.054
C-04342,0.129,0.0,0.0,-0.1218,0.0,0,-0.0023,0.00875,-0.00045,0.6,0,1167000,33,0,0.037
C-04343,0.2058,0.2654,0.0546,-0.1433,0.0309,0,-0.0095,0.00929,9e-05,6.2,1,787000,42,1,0.05
C-04344,0.1562,0.0,0.0,-0.1562,0.5152,1,0.0319,0.01047,0.00127,4.6,0,317000,29,1,0.337
C-04345,0.0532,0.0,0.0,-0.0073,0.0,0,-0.0208,0.00954,0.00034,0.3,1,602000,51,0,0.01
C-04346,0.147,0.0,0.0,-0.1331,0.7554,0,0.0533,0.00835,-0.00085,13.3,0,1418000,61,0,0.008
C-04347,0.1684,0.0,0.0,-0.1684,0.5,1,0.0319,0.011,0.0018,1.3,0,47500,57,0,0.063
C-04348,0.0667,0.0,0.0,0.1396,0.6316,0,-0.0232,0.01069,0.00149,11.9,0,285000,64,0,0.0
C-04349,0.0194,0.0,0.0,-0.0113,0.0,0,-0.0101,0.00739,-0.00181,12.7,0,2962500,36,0,0.068
C-04350,0.1631,0.0,0.0,-0.1534,0.2314,0,-0.0087,0.01018,0.00098,2.6,0,371000,69,0,0.068
C-04351,0.0869,0.0,0.0,0.0161,0.2911,0,0.0036,0.00988,0.00068,0.8,0,454500,49,0,0.081
C-04352,0.5081,0.7447,0.3784,-0.5081,0.3936,1,0.0328,0.011,0.0018,0.5,1,92500,66,1,0.755
C-04353,0.1457,0.0,0.0,-0.0723,0.5062,0,0.0463,0.01075,0.00155,16.8,0,278000,50,0,0.078
C-04354,0.1111,0.0,0.0,-0.1111,0.6875,1,0.0281,0.011,0.0018,2.7,0,72000,35,0,0.065
C-04355,0.0617,0.3333,0.0206,0.0185,0.0,0,0.0521,0.011,0.0018,8.0,0,194500,48,0,0.0
C-04356,0.4577,0.6929,0.3171,-0.4317,0.8661,0,0.0344,0.01075,0.00155,5.0,0,277500,42,1,0.577
C-04357,0.099,0.0,0.0,0.201,0.2105,0,-0.0142,0.011,0.0018,12.3,0,96000,35,0,0.032
C-04358,0.1116,0.0,0.0,-0.1116,0.4516,1,0.025,0.00886,-0.00034,11.5,0,1111000,49,0,0.035
C-04359,0.1158,0.0,0.0,0.3642,0.4545,0,0.0254,0.011,0.0018,3.7,0,47500,27,0,0.075
C-04360,0.0386,0.0,0.0,-0.0171,1.0,0,0.0158,0.00739,-0.00181,4.6,0,2950500,39,0,0.004
C-04361,0.1081,0.0,0.0,-0.099,0.2529,0,0.0101,0.0093,0.0001,0.9,0,786000,70,0,0.067
C-04362,0.1222,0.825,0.1008,-0.1222,0.0813,1,0.0529,0.00945,0.00025,0.3,1,654500,35,0,0.011
C-04363,0.1775,0.9024,0.1602,-0.1775,0.0244,1,0.0266,0.011,0.0018,10.5,0,115500,54,0,0.054
C-04364,0.1717,0.0,0.0,-0.1617,0.6473,0,0.0,0.00819,-0.00101,1.8,0,1552000,55,0,0.007
C-04365,0.1639,0.0,0.0,-0.1639,0.2051,1,0.0095,0.011,0.0018,2.4,0,119000,66,0,0.05
C-04366,0.1421,0.0,0.0,-0.1259,0.3122,0,-0.0058,0.00944,0.00024,1.5,0,665000,47,0,0.004
C-04367,0.2609,0.275,0.0717,-0.2296,0.7,0,0.0037,0.011,0.0018,0.3,0,230000,70,0,0.05
C-04368,0.1304,0.0,0.0,-0.0933,0.4948,0,0.0022,0.00934,0.00014,2.2,0,744000,74,0,0.041
C-04369,0.0488,0.0,0.0,0.0829,0.125,0,0.0146,0.011,0.0018,2.0,0,164000,51,0,0.011
C-04370,0.1125,0.0,0.0,-0.0585,0.5778,0,0.0038,0.011,0.0018,7.1,1,200000,34,0,0.059
C-04371,0.0635,0.0,0.0,-0.0317,0.8861,0,-0.0001,0.00861,-0.00059,11.5,0,1244000,41,0,0.012
C-04372,0.0437,0.0,0.0,-0.0087,0.0,0,0.0009,0.011,0.0018,5.9,0,171500,34,1,0.224
C-04373,0.1489,0.381,0.0567,-0.0468,0.381,0,-0.0057,0.011,0.0018,1.4,0,70500,27,0,0.006
C-04374,0.0603,0.0,0.0,-0.0603,0.0,1,0.0035,0.011,0.0018,3.4,1,58000,61,0,0.081
C-04375,0.1211,0.0,0.0,-0.0716,0.3371,0,0.0415,0.0102,0.001,15,0,367500,37,0,0.0
C-04376,0.2636,0.5152,0.1358,-0.2109,0.9071,0,0.0488,0.00917,-3e-05,0.6,0,939000,52,1,0.363
C-04377,0.2381,0.7077,0.1685,-0.1766,0.2923,0,0.0366,0.011,0.0018,3,0,136500,25,0,0.0
C-04378,0.236,0.1429,0.0337,0.1551,0.2857,0,0.0076,0.011,0.0018,5.0,0,89000,32,0,0.07
C-04379,0.0242,0.0,0.0,0.1113,1.0,0,0.0355,0.011,0.0018,26,1,62000,48,0,0.022
C-04380,0.1177,0.0,0.0,-0.0578,0.3939,0,0.0107,0.00999,0.00079,7,0,420500,29,0,0.033
C-04381,0.0859,0.0,0.0,-0.0318,0.8361,0,0.003,0.01026,0.00106,6.3,0,355000,29,0,0.012
C-04382,0.0772,0.0,0.0,-0.0741,0.8863,0,0.0508,0.00642,-0.00278,1.8,0,5010000,74,0,0.067
C-04383,0.1755,0.0,0.0,-0.1619,0.2581,0,0.0083,0.00992,0.00072,27.8,1,441500,72,0,0.042
C-04384,0.0359,0.0,0.0,-0.0359,0.4545,1,-0.0169,0.011,0.0018,3.1,0,153000,39,0,0.016
C-04385,0.0743,0.0,0.0,-0.0335,0.451,0,0.0541,0.01032,0.00112,3.6,0,343000,64,0,0.023
C-04386,0.0915,0.0,0.0,-0.0637,0.931,0,-0.0122,0.00981,0.00061,3.9,0,475500,69,0,0.037
C-04387,0.1623,0.3393,0.0551,-0.0997,1.0,0,-0.0088,0.011,0.0018,4.1,0,172500,47,0,0.037
C-04388,0.1318,0.0,0.0,-0.1301,0.2495,0,0.0299,0.00614,-0.00306,2.8,0,6261000,69,0,0.063
C-04389,0.1817,0.2358,0.0428,-0.1817,0.6745,1,-0.0097,0.00957,0.00037,1.6,1,583500,48,0,0.069
C-04390,0.1042,0.0,0.0,0.1208,0.0,0,0.0198,0.011,0.0018,0.3,0,48000,34,0,0.081
C-04391,0.139,0.5854,0.0814,-0.0861,0.7073,0,0.0146,0.01062,0.00142,4.4,0,295000,40,0,0.028
C-04392,0.1638,0.2979,0.0488,-0.1638,0.4681,1,0.002,0.011,0.0018,7.8,0,143500,47,1,0.7
C-04393,0.0608,0.0,0.0,-0.0097,0.0,0,-0.0049,0.011,0.0018,4.7,0,164500,56,0,0.026
C-04394,0.2045,0.0,0.0,-0.2045,0.7908,1,0.0112,0.01017,0.00097,6.4,0,374000,68,0,0.066
C-04395,0.1758,0.3125,0.0549,-0.1758,0.375,1,0.0443,0.011,0.0018,13.2,0,45500,75,0,0.022
C-04396,0.0371,0.0,0.0,-0.017,0.2258,0,0.0016,0.01,0.0008,8.8,0,417500,59,0,0.014
C-04397,0.0755,0.0,0.0,-0.0158,0.5294,0,0.0125,0.00961,0.00041,7.0,0,563000,47,0,0.065
C-04398,0.0588,0.0,0.0,-0.0343,0.0,0,-0.0066,0.011,0.0018,15.6,0,195500,68,0,0.063
C-04399,0.399,0.8052,0.3212,-0.2124,0.4286,0,0.0302,0.011,0.0018,8.0,1,96500,59,1,0.873
C-04400,0.0926,0.0,0.0,-0.0259,0.7,0,0.0502,0.011,0.0018,2.0,0,54000,36,0,0.0
C-04401,0.1684,0.375,0.0632,-0.1684,0.5625,1,-0.0141,0.011,0.0018,6.0,1,47500,51,0,0.066
C-04402,0.0796,0.0,0.0,-0.0796,0.7333,1,-0.0078,0.011,0.0018,8.2,1,188500,64,0,0.049
C-04403,0.1653,0.0,0.0,-0.1578,0.2201,0,-0.0001,0.0098,0.0006,7.6,0,481000,65,0,0.084
C-04404,0.0404,0.0,0.0,-0.0404,0.4906,1,-0.0054,0.00945,0.00025,2.6,1,655500,31,0,0.095
C-04405,0.1689,0.0,0.0,-0.1689,0.64,1,0.0308,0.011,0.0018,9,0,74000,31,0,0.012
C-04406,0.2808,0.8724,0.245,-0.2708,0.4337,0,0.0361,0.01029,0.00109,0.6,0,349000,54,0,0.086
C-04407,0.0822,0.0,0.0,-0.0547,0.557,0,0.0101,0.0098,0.0006,1.6,1,480500,49,0,0.041
C-04408,0.1705,0.4667,0.0795,-0.0068,0.6667,0,0.0034,0.011,0.0018,21.6,0,44000,45,0,0.016
C-04409,0.1365,0.0,0.0,-0.1084,0.4143,0,0.0265,0.01094,0.00174,13.0,0,256500,43,0,0.069
C-04410,0.1004,0.0,0.0,-0.0778,0.8246,0,0.0115,0.00923,3e-05,0.3,0,852000,71,0,0.08
C-04411,0.1416,0.0,0.0,-0.1416,0.5,1,0.0072,0.011,0.0018,4.2,0,56500,33,0,0.097
C-04412,0.1299,0.0,0.0,-0.1299,0.4348,1,0.017,0.011,0.0018,8,0,88500,30,1,0.141
C-04413,0.1459,0.0,0.0,-0.1172,0.7591,0,0.0017,0.00747,-0.00173,21.8,0,2717000,51,0,0.043
C-04414,0.0316,0.0,0.0,-0.0316,0.0,1,0.0114,0.00914,-6e-05,1.7,1,982000,69,0,0.038
C-04415,0.0738,0.0,0.0,-0.0738,0.1417,1,0.0515,0.00758,-0.00162,0.3,1,2437500,61,0,0.031
C-04416,0.4305,0.7682,0.3307,-0.4305,0.4091,1,0.0432,0.01095,0.00175,9.3,0,255500,68,1,0.626
C-04417,0.0847,0.0,0.0,-0.013,0.5324,0,-0.0039,0.00926,6e-05,0.3,0,820500,58,0,0.073
C-04418,0.1304,0.25,0.0326,-0.1304,0.25,1,-0.0178,0.011,0.0018,3.4,1,92000,52,1,0.159
C-04419,0.1738,0.2085,0.0362,-0.1665,0.6042,0,0.0091,0.00927,7e-05,0.8,0,814000,70,0,0.087
C-04420,0.3308,0.8712,0.2882,-0.3308,0.8712,1,0.0417,0.00954,0.00034,3.4,0,598500,51,1,0.692
C-04421,0.1254,0.0,0.0,-0.1224,0.5601,0,-0.0071,0.00692,-0.00228,17.3,1,3717500,41,0,0.028
C-04422,0.1193,0.0,0.0,-0.1193,0.0,1,0.0045,0.00968,0.00048,2.5,0,528000,54,0,0.063
C-04423,0.101,0.4899,0.0495,-0.0977,0.0,0,0.0005,0.00662,-0.00258,0.3,1,4407500,74,0,0.02
